Id,SalePrice
1461,126771.62
1462,157309.92
1463,177274.06
1464,185456.81
1465,203852.28
1466,175274.73
1467,160700.81
1468,167964.77
1469,191485.36
1470,128360.7
1471,202177.52
1472,95640.5
1473,91548.61
1474,158259.38
1475,142046.23
1476,396842.47
1477,263815.34
1478,309931.94
1479,278784.22
1480,511253.5
1481,329276.62
1482,208063.56
1483,168424.86
1484,173354.7
1485,180372.19
1486,198353.61
1487,369747.62
1488,239661.72
1489,197426.38
1490,227488.69
1491,196929.08
1492,91410.38
1493,195365.78
1494,310078.25
1495,309877.7
1496,246100.61
1497,181111.06
1498,167238.08
1499,172990.17
1500,148623.02
1501,171631.78
1502,164744.06
1503,283691.94
1504,228466.78
1505,215796.45
1506,182445.67
1507,237668.5
1508,197725.34
1509,159524.88
1510,149817.69
1511,145376.6
1512,170178.25
1513,157968.95
1514,187661.64
1515,181459.61
1516,168018.25
1517,165043.16
1518,137766.31
1519,233496.7
1520,136815.2
1521,141509.36
1522,179689.73
1523,113955.5
1524,121960.664
1525,129274.72
1526,129804.95
1527,101623.234
1528,129877.555
1529,139604.02
1530,176134.42
1531,106087.17
1532,97818.875
1533,130502.48
1534,107043.58
1535,159070.8
1536,106741.555
1537,89521.266
1538,178170.69
1539,230476.77
1540,105327.25
1541,148529.75
1542,130092.836
1543,219426.75
1544,68427.016
1545,100981.39
1546,120889.59
1547,115592.42
1548,126748.984
1549,102016.92
1550,133558.23
1551,117678.61
1552,135276.14
1553,165864.27
1554,108485.555
1555,162065.34
1556,92552.23
1557,120263.31
1558,102042.945
1559,94404.99
1560,134642.7
1561,151019.12
1562,125184.33
1563,125019.836
1564,165025.95
1565,161079.05
1566,227220.8
1567,85288.28
1568,229247.64
1569,144194.58
1570,135821.77
1571,125356.484
1572,145481.23
1573,255472.08
1574,140992.73
1575,234325.48
1576,226821.45
1577,193123.62
1578,153878.61
1579,141741.47
1580,196955.0
1581,144947.4
1582,121846.58
1583,348813.66
1584,228486.86
1585,141315.06
1586,79279.836
1587,99648.54
1588,149483.44
1589,110156.48
1590,128001.164
1591,95951.55
1592,113385.79
1593,132883.12
1594,127294.51
1595,131427.53
1596,245934.84
1597,193062.22
1598,219383.53
1599,198948.88
1600,193977.05
1601,76232.44
1602,111084.31
1603,87872.05
1604,295163.25
1605,275809.94
1606,162402.12
1607,186652.73
1608,208074.92
1609,190338.12
