Id,SalePrice
1461,130542.48
1462,158530.39
1463,180273.72
1464,183757.78
1465,199829.92
1466,177550.55
1467,163365.39
1468,169030.61
1469,194466.45
1470,125992.125
1471,201348.23
1472,95771.76
1473,94668.945
1474,158408.86
1475,140440.14
1476,402284.12
1477,262458.84
1478,312311.3
1479,274545.03
1480,486150.47
1481,326979.12
1482,207685.86
1483,168583.4
1484,171380.78
1485,181067.3
1486,195170.3
1487,366369.8
1488,236797.36
1489,202150.12
1490,232299.08
1491,198395.25
1492,90580.58
1493,186084.78
1494,310804.75
1495,306415.44
1496,240886.89
1497,182960.78
1498,165749.67
1499,169136.03
1500,145938.64
1501,171624.78
1502,164081.98
1503,286557.88
1504,228122.89
1505,219854.77
1506,187863.44
1507,238236.3
1508,202110.88
1509,156667.11
1510,143770.75
1511,140495.5
1512,176496.66
1513,153807.1
1514,165252.95
1515,179941.02
1516,165667.62
1517,168209.38
1518,140222.2
1519,229741.42
1520,133161.27
1521,137884.78
1522,175457.94
1523,112108.39
1524,125526.29
1525,128171.74
1526,120827.33
1527,109164.56
1528,131891.27
1529,144320.61
1530,176623.8
1531,97238.33
1532,105827.69
1533,142518.27
1534,109661.35
1535,158118.92
1536,109746.7
1537,84471.44
1538,177408.77
1539,225564.83
1540,89392.234
1541,147811.44
1542,127424.91
1543,223003.28
1544,82123.74
1545,98562.99
1546,121858.1
1547,114206.09
1548,131697.03
1549,104984.93
1550,132617.9
1551,114597.53
1552,130855.66
1553,162201.08
1554,107361.21
1555,167264.81
1556,73959.01
1557,108733.69
1558,96008.88
1559,82824.266
1560,143868.83
1561,140106.12
1562,129044.02
1563,122349.54
1564,168676.38
1565,153662.42
1566,230094.27
1567,72793.6
1568,230414.05
1569,145148.2
1570,143130.08
1571,128795.59
1572,147706.12
1573,261835.16
1574,125345.91
1575,234105.9
1576,230840.55
1577,192099.6
1578,155534.92
1579,145053.88
1580,197720.0
1581,147768.47
1582,122579.56
1583,343745.4
1584,230870.89
1585,138048.95
1586,87451.05
1587,97468.695
1588,150860.19
1589,103253.79
1590,130126.8
1591,91429.8
1592,114568.02
1593,131048.42
1594,120182.68
1595,114355.16
1596,242462.19
1597,187659.22
1598,213457.12
1599,205888.16
1600,195197.14
1601,81149.64
1602,113952.34
1603,85661.81
1604,277552.62
1605,270181.7
1606,164241.25
1607,190022.92
1608,206853.97
1609,192805.22
1610,147705.89
1611,144553.33
1612,177648.39
1613,165350.89
1614,131104.73
1615,92221.54
1616,71336.31
1617,101569.695
1618,118352.24
1619,142768.77
1620,156677.08
1621,125617.305
1622,143697.94
1623,290274.7
1624,210061.53
1625,132396.58
1626,176697.31
1627,187115.44
1628,313360.34
1629,179560.03
1630,376277.0
1631,229426.89
1632,244091.92
1633,166702.38
1634,175913.12
1635,182412.36
1636,149947.08
1637,188381.45
1638,216599.31
1639,186931.53
1640,265113.75
1641,183304.36
1642,223346.02
1643,231611.14
1644,227392.89
1645,197645.88
1646,155318.69
1647,174004.58
1648,131001.42
1649,141528.83
1650,117607.94
1651,129121.27
1652,99820.16
1653,99008.555
1654,154030.83
1655,159312.72
1656,151872.52
1657,154554.53
1658,149826.9
1659,148472.84
1660,152854.44
1661,452888.8
1662,433762.25
1663,401682.25
1664,447972.8
1665,314671.62
1666,337862.06
1667,371559.0
1668,324266.1
1669,308004.28
1670,340377.3
1671,246176.81
1672,445259.6
1673,298618.1
1674,243540.14
1675,168415.89
1676,177620.28
1677,205745.5
1678,459380.78
1679,409056.94
1680,332286.75
1681,256641.53
1682,301707.53
1683,182005.53
1684,180115.89
1685,176494.92
1686,173972.69
1687,167413.23
1688,187227.22
1689,195024.73
1690,192951.14
1691,181235.12
1692,277713.62
1693,172107.83
1694,175008.02
1695,166664.1
1696,293278.3
1697,167857.03
1698,369222.03
1699,321572.03
1700,247788.19
1701,284755.97
1702,249717.83
1703,236097.52
1704,289785.72
1705,242170.7
1706,435145.88
1707,215132.95
1708,196249.7
1709,285787.53
1710,223256.4
1711,268316.25
1712,248873.86
1713,252939.22
1714,217356.78
1715,201197.61
1716,178883.75
1717,174199.42
1718,133081.66
1719,217943.89
1720,244793.7
1721,178108.02
1722,134356.48
1723,158713.23
1724,205833.61
1725,240669.33
1726,186621.86
1727,146077.14
1728,188409.9
1729,165228.94
1730,172828.0
1731,119339.82
1732,135874.72
1733,120719.86
1734,126460.95
1735,134797.45
1736,109689.695
1737,348234.03
1738,219656.86
1739,297177.75
1740,197666.86
1741,171126.55
1742,169673.8
1743,178910.0
1744,288895.03
1745,215853.02
1746,243685.62
1747,234011.95
1748,235224.11
1749,151465.39
1750,131376.77
1751,264857.56
1752,118235.72
1753,152780.92
1754,213090.12
1755,158236.77
1756,126055.84
1757,122046.87
1758,156346.53
1759,155189.17
1760,168295.28
1761,145537.7
1762,166789.44
1763,183731.36
1764,116958.92
1765,184905.61
1766,191917.38
1767,224588.34
1768,145857.14
1769,179921.2
1770,150047.1
1771,137009.08
1772,143855.48
1773,130766.445
1774,143784.44
1775,141948.7
1776,121201.836
1777,113990.945
1778,141566.73
1779,114849.91
1780,183728.88
1781,133279.52
1782,94189.8
1783,139831.55
1784,100042.586
1785,123562.695
1786,157531.17
1787,170511.52
1788,65741.6
1789,113134.516
1790,97613.875
1791,174787.9
1792,160644.86
1793,139404.05
1794,144761.27
1795,135205.98
1796,122282.305
1797,118447.164
1798,124586.15
1799,112940.92
1800,133080.28
1801,141062.28
1802,146349.53
1803,154659.86
1804,140952.2
1805,140281.86
1806,116852.25
1807,135802.08
1808,128169.99
1809,123585.05
1810,135578.72
1811,96605.37
1812,101767.99
1813,111788.8
1814,97155.47
1815,57330.0
1816,93493.16
1817,120510.375
1818,151922.7
1819,127913.46
1820,56917.133
1821,119096.47
1822,154452.84
1823,41179.12
1824,131795.17
1825,118734.66
1826,90697.695
1827,96665.95
1828,128279.77
1829,116548.38
1830,142697.45
1831,181602.33
1832,87136.234
1833,136079.25
1834,123735.47
1835,152463.86
1836,124523.85
1837,94387.39
1838,135419.19
1839,85508.82
1840,153584.16
1841,141813.06
1842,72698.484
1843,142757.44
1844,135062.38
1845,153197.19
1846,151689.31
1847,160065.64
1848,56516.27
1849,130932.445
1850,128059.36
1851,159197.67
1852,122393.96
1853,135036.0
1854,180999.47
1855,146930.14
1856,227629.62
1857,176893.4
1858,132420.58
1859,119702.31
1860,139383.03
1861,119702.31
1862,338490.9
1863,337415.3
1864,337415.3
1865,352952.66
1866,351938.34
1867,240997.23
1868,305613.66
1869,199032.11
1870,255682.48
1871,267842.22
1872,176231.44
1873,238189.58
1874,139808.44
1875,216717.72
1876,194568.02
1877,219949.83
1878,208611.86
1879,136629.83
1880,129600.45
1881,237314.53
1882,254088.5
1883,197891.73
1884,220086.05
1885,268145.1
1886,311978.84
1887,216568.56
1888,285772.56
1889,174852.98
1890,132528.2
1891,131462.52
1892,104365.42
1893,136452.33
1894,137701.88
1895,149866.73
1896,121510.64
1897,100648.555
1898,108004.01
1899,157621.77
1900,150080.11
1901,167476.06
1902,147826.33
1903,221816.97
1904,149238.03
1905,196632.77
1906,179684.56
1907,211643.48
1908,114883.19
1909,139264.53
1910,123181.13
1911,209452.66
1912,292550.06
1913,147537.44
1914,64532.836
1915,305525.2
1916,80206.55
1917,269865.75
1918,142701.89
1919,158067.3
1920,161456.6
1921,441122.5
1922,340675.06
1923,211835.05
1924,231160.17
1925,219546.84
1926,417365.1
1927,141354.6
1928,171078.31
1929,123322.23
1930,134421.45
1931,140527.8
1932,134947.8
1933,173256.52
1934,176870.5
1935,176431.31
1936,183438.36
1937,177553.69
1938,180773.75
1939,235778.12
1940,198252.58
1941,171213.36
1942,184417.48
1943,216005.27
1944,345482.03
1945,407460.34
1946,173849.42
1947,288362.6
1948,198755.58
1949,233201.83
1950,185079.9
1951,272332.16
1952,225363.42
1953,162267.1
1954,202904.67
1955,126698.44
1956,290892.66
1957,164418.33
1958,321666.78
1959,138621.03
1960,120107.99
1961,115487.78
1962,100366.82
1963,107230.08
1964,104980.46
1965,147097.92
1966,160349.83
1967,291037.88
1968,448311.34
1969,406254.47
1970,482859.5
1971,449695.38
1972,398811.28
1973,264538.62
1974,334364.8
1975,493179.6
1976,265004.4
1977,389220.34
1978,413790.12
1979,343186.7
1980,193532.77
1981,344259.47
1982,224151.11
1983,211310.94
1984,170083.83
1985,217162.0
1986,214864.45
1987,187135.25
1988,173289.23
1989,194100.02
1990,222519.3
1991,216602.0
1992,218855.92
1993,175464.2
1994,251938.0
1995,185850.2
1996,247239.47
1997,351051.03
1998,370549.75
1999,258769.33
2000,324691.62
2001,249216.25
2002,245542.36
2003,237526.1
2004,281727.88
2005,239950.7
2006,234305.66
2007,240068.28
2008,204221.19
2009,186777.61
2010,201110.8
2011,148040.42
2012,178702.8
2013,183681.47
2014,183705.38
2015,210205.97
2016,189782.31
2017,205525.62
2018,119202.48
2019,130671.52
2020,110024.46
2021,111955.875
2022,187049.19
